  1.114116e+09  1.304567e+09  3.008748e+09  7.375821e+08  9.259489e+08  5.259595e+08  4.742431e+08  4.304524e+08  3.983139e+08  3.806784e+08  3.663961e+08  3.425022e+08  3.027429e+08  2.758094e+08  2.652605e+08  2.486361e+08  2.128623e+08  1.751030e+08  1.636061e+08  1.741571e+08  1.907763e+08  2.084835e+08  2.888237e+08  4.433177e+08  5.660002e+08  5.615180e+08  5.936615e+08  7.064936e+08  8.202088e+08  9.666030e+08  1.101902e+09  1.170637e+09  1.162414e+09  1.099151e+09  1.059328e+09  1.011643e+09
  2.531333e+09  1.994441e+09  1.744122e+09  1.726910e+09  1.623889e+09  1.339187e+09  1.157790e+09  1.072067e+09  9.299600e+08  8.657778e+08  8.928064e+08  8.210112e+08  6.192303e+08  6.013096e+08  6.842038e+08  5.460758e+08  3.256088e+08  2.199968e+08  1.926688e+08  2.113316e+08  3.419946e+08  7.029372e+08  1.337936e+09  1.872018e+09  2.342662e+09  2.211288e+09  2.245233e+09  2.734670e+09  3.088593e+09  3.444074e+09  3.881975e+09  4.643773e+09  4.256838e+09  3.746407e+09  3.291579e+09  3.010708e+09
  4.823579e+09  4.855341e+09  4.292521e+09  4.044918e+09  3.465145e+09  2.663407e+09  2.094297e+09  1.657292e+09  1.440795e+09  1.419329e+09  1.544704e+09  1.717458e+09  1.583934e+09  9.984828e+08  6.683517e+08  4.695503e+08  3.051211e+08  2.308179e+08  2.040052e+08  2.697127e+08  5.186214e+08  1.217831e+09  2.120624e+09  3.090787e+09  4.562273e+09  5.264018e+09  7.090608e+09  8.871362e+09  8.634779e+09  9.838024e+09  1.401535e+10  1.078337e+10  1.011925e+10  8.805650e+09  6.882860e+09  5.451108e+09
  1.423446e+10  1.404794e+10  1.062132e+10  7.335121e+09  4.445385e+09  3.879660e+09  3.138696e+09  2.432061e+09  2.177585e+09  2.062507e+09  1.951951e+09  1.844110e+09  1.924891e+09  1.581695e+09  8.209590e+08  5.087645e+08  3.002701e+08  2.054275e+08  2.613000e+08  4.685463e+08  1.245688e+09  2.338817e+09  3.989788e+09  5.522242e+09  7.638728e+09  1.062471e+10  1.138081e+10  1.342164e+10  1.547051e+10  1.750773e+10  2.010338e+10  2.407174e+10  3.027847e+10  1.644966e+10  1.424923e+10  1.389104e+10
  4.659795e+10  3.097204e+10  1.686745e+10  1.111034e+10  6.072658e+09  4.945395e+09  4.153445e+09  3.395358e+09  2.935677e+09  2.684980e+09  2.402556e+09  2.229142e+09  1.795146e+09  1.583108e+09  1.134550e+09  7.182219e+08  5.759401e+08  4.234818e+08  4.974960e+08  1.212838e+09  3.497676e+09  4.915824e+09  6.507807e+09  7.953628e+09  1.056064e+10  1.438859e+10  2.288224e+10  2.841543e+10  2.746191e+10  2.463520e+10  3.782459e+10  5.853271e+10  4.298008e+10  2.937262e+10  3.312443e+10  4.050426e+10
  1.909112e+11  5.193821e+10  2.330505e+10  1.124725e+10  6.713461e+09  5.285834e+09  4.557745e+09  3.794903e+09  3.335650e+09  3.024005e+09  2.699701e+09  2.275026e+09  1.735226e+09  1.393804e+09  1.902411e+09  1.241198e+09  1.188986e+09  1.276116e+09  1.490149e+09  3.329598e+09  5.393242e+09  6.611389e+09  8.758038e+09  1.003936e+10  1.278575e+10  2.238434e+10  3.236058e+10  4.594551e+10  4.334884e+10  2.845079e+10  7.103904e+10  9.499270e+10  3.682667e+11  6.434810e+10  1.193763e+11  3.006111e+11
  1.380851e+11  4.172727e+10  1.844664e+10  9.175694e+09  6.470984e+09  5.320601e+09  4.376124e+09  3.697316e+09  3.280981e+09  2.999680e+09  2.615259e+09  2.057004e+09  1.460193e+09  9.910303e+08  2.511715e+09  2.528325e+09  2.845357e+09  3.072416e+09  3.626143e+09  6.351743e+09  8.540365e+09  9.016203e+09  1.081554e+10  1.259940e+10  1.677410e+10  3.814103e+10  3.606930e+10  5.582172e+10  9.386515e+10  6.183409e+10  1.299664e+11  4.829103e+11  2.921215e+11  6.459688e+10  6.222514e+11  1.884742e+11
  5.581618e+10  2.668993e+10  1.230693e+10  9.293995e+09  5.928252e+09  4.726475e+09  3.853597e+09  3.264036e+09  3.004419e+09  2.692303e+09  2.366987e+09  1.873051e+09  1.252454e+09  6.470880e+08  3.457509e+09  3.947320e+09  7.914389e+09  7.806784e+09  7.941034e+09  1.174860e+10  1.292441e+10  1.248887e+10  1.447154e+10  1.768678e+10  2.711046e+10  7.443445e+10  8.722350e+10  8.797045e+10  5.406592e+10  7.011339e+10  1.641082e+11  3.257060e+11  4.613480e+11  5.880766e+10  6.517358e+10  5.953781e+10
  2.244290e+10  1.379242e+10  8.151441e+09  5.824814e+09  4.332710e+09  3.560884e+09  3.144852e+09  2.740537e+09  2.687334e+09  2.600435e+09  2.411802e+09  1.798415e+09  1.120347e+09  6.440309e+08  2.374364e+09  4.760130e+09  2.006976e+10  1.483574e+10  1.326929e+10  1.574942e+10  1.630064e+10  1.697641e+10  2.052447e+10  2.825000e+10  4.921389e+10  1.940226e+11  5.310711e+11  5.454796e+11  9.915626e+10  1.019488e+11  1.542580e+11  5.335418e+11  5.959781e+11  1.536375e+11  2.521679e+10  1.852586e+10
  1.079162e+10  7.927346e+09  4.795836e+09  3.338617e+09  2.699451e+09  2.450092e+09  2.383579e+09  2.390272e+09  2.555710e+09  2.732210e+09  2.642160e+09  1.916809e+09  1.263173e+09  8.099969e+08  1.648832e+09  6.623161e+09  1.516675e+10  1.613353e+10  1.712129e+10  1.967784e+10  2.175469e+10  2.497068e+10  3.293811e+10  5.316199e+10  1.397048e+11  4.409458e+11  5.553461e+11  2.536154e+11  6.970885e+11  9.831295e+11  3.390437e+11  4.705930e+11  6.238039e+11  3.565474e+11  3.858482e+10  1.664303e+10
