  0.000000e+00 -9.000000e+01  9.844658e-01
  1.250000e+00 -9.000000e+01  9.839524e-01
  2.500000e+00 -9.000000e+01  9.843952e-01
  3.750000e+00 -9.000000e+01  9.838802e-01
  5.000000e+00 -9.000000e+01  9.838534e-01
  6.250000e+00 -9.000000e+01  9.840859e-01
  7.500000e+00 -9.000000e+01  9.845316e-01
  8.750000e+00 -9.000000e+01  9.838728e-01
  1.000000e+01 -9.000000e+01  9.845297e-01
  1.125000e+01 -9.000000e+01  9.849650e-01
  1.250000e+01 -9.000000e+01  9.844072e-01
  1.375000e+01 -9.000000e+01  9.850922e-01
  1.500000e+01 -9.000000e+01  9.841458e-01
  1.625000e+01 -9.000000e+01  9.841235e-01
  1.750000e+01 -9.000000e+01  9.839755e-01
  1.875000e+01 -9.000000e+01  9.838924e-01
  2.000000e+01 -9.000000e+01  9.849129e-01
  2.125000e+01 -9.000000e+01  9.875283e-01
  2.250000e+01 -9.000000e+01  9.846509e-01
  2.375000e+01 -9.000000e+01  9.827769e-01
  2.500000e+01 -9.000000e+01  9.827921e-01
  2.625000e+01 -9.000000e+01  9.840276e-01
  2.750000e+01 -9.000000e+01  9.838971e-01
  2.875000e+01 -9.000000e+01  9.840462e-01
  3.000000e+01 -9.000000e+01  9.813549e-01
  3.125000e+01 -9.000000e+01  9.843462e-01
  3.250000e+01 -9.000000e+01  9.882501e-01
  3.375000e+01 -9.000000e+01  9.842212e-01
  3.500000e+01 -9.000000e+01  9.845781e-01
  3.625000e+01 -9.000000e+01  9.818859e-01
  3.750000e+01 -9.000000e+01  9.874784e-01
  3.875000e+01 -9.000000e+01  9.841087e-01
  4.000000e+01 -9.000000e+01  9.827911e-01
  4.125000e+01 -9.000000e+01  9.880864e-01
  4.250000e+01 -9.000000e+01  9.839913e-01
  4.375000e+01 -9.000000e+01  9.840630e-01
  4.500000e+01 -9.000000e+01  9.839461e-01
  4.625000e+01 -9.000000e+01  9.840830e-01
  4.750000e+01 -9.000000e+01  9.844658e-01
  4.875000e+01 -9.000000e+01  9.844366e-01
  5.000000e+01 -9.000000e+01  9.839402e-01
  5.125000e+01 -9.000000e+01  9.838103e-01
  5.250000e+01 -9.000000e+01  9.827098e-01
  5.375000e+01 -9.000000e+01  9.843411e-01
  5.500000e+01 -9.000000e+01  9.819227e-01
  5.625000e+01 -9.000000e+01  9.818807e-01
  5.750000e+01 -9.000000e+01  9.816009e-01
  5.875000e+01 -9.000000e+01  9.838691e-01
  6.000000e+01 -9.000000e+01  9.819670e-01
  6.125000e+01 -9.000000e+01  9.844382e-01
  6.250000e+01 -9.000000e+01  9.850196e-01
  6.375000e+01 -9.000000e+01  9.849765e-01
  6.500000e+01 -9.000000e+01  9.839589e-01
  6.625000e+01 -9.000000e+01  9.837664e-01
  6.750000e+01 -9.000000e+01  9.843123e-01
  6.875000e+01 -9.000000e+01  9.840928e-01
  7.000000e+01 -9.000000e+01  9.843179e-01
  7.125000e+01 -9.000000e+01  9.840019e-01
  7.250000e+01 -9.000000e+01  9.843422e-01
  7.375000e+01 -9.000000e+01  9.841144e-01
  7.500000e+01 -9.000000e+01  9.845954e-01
  7.625000e+01 -9.000000e+01  9.843278e-01
  7.750000e+01 -9.000000e+01  9.819610e-01
  7.875000e+01 -9.000000e+01  9.842595e-01
  8.000000e+01 -9.000000e+01  9.835032e-01
  8.125000e+01 -9.000000e+01  9.843724e-01
  8.250000e+01 -9.000000e+01  9.830648e-01
  8.375000e+01 -9.000000e+01  9.847685e-01
  8.500000e+01 -9.000000e+01  9.880595e-01
  8.625000e+01 -9.000000e+01  9.843850e-01
  8.750000e+01 -9.000000e+01  9.837869e-01
  8.875000e+01 -9.000000e+01  9.840922e-01
  9.000000e+01 -9.000000e+01  9.843840e-01
  9.125000e+01 -9.000000e+01  9.844725e-01
  9.250000e+01 -9.000000e+01  9.848008e-01
  9.375000e+01 -9.000000e+01  9.837322e-01
  9.500000e+01 -9.000000e+01  9.880024e-01
  9.625000e+01 -9.000000e+01  9.819514e-01
  9.750000e+01 -9.000000e+01  9.841946e-01
  9.875000e+01 -9.000000e+01  9.840916e-01
  1.000000e+02 -9.000000e+01  9.839752e-01
  1.012500e+02 -9.000000e+01  9.850418e-01
  1.025000e+02 -9.000000e+01  9.844076e-01
  1.037500e+02 -9.000000e+01  9.843120e-01
  1.050000e+02 -9.000000e+01  9.844025e-01
  1.062500e+02 -9.000000e+01  9.841156e-01
  1.075000e+02 -9.000000e+01  9.831679e-01
