  0.000000e+00 -8.859375e+01 -8.307704e-01
  2.812500e+00 -8.859375e+01 -8.262410e-01
  5.625000e+00 -8.859375e+01 -8.276238e-01
  8.437500e+00 -8.859375e+01 -8.193401e-01
  1.125000e+01 -8.859375e+01 -8.264937e-01
  1.406250e+01 -8.859375e+01 -8.210468e-01
  1.687500e+01 -8.859375e+01 -8.230178e-01
  1.968750e+01 -8.859375e+01 -8.174036e-01
  2.250000e+01 -8.859375e+01 -8.160942e-01
  2.531250e+01 -8.859375e+01 -8.081064e-01
  2.812500e+01 -8.859375e+01 -7.972740e-01
  3.093750e+01 -8.859375e+01 -8.012407e-01
  3.375000e+01 -8.859375e+01 -8.069996e-01
  3.656250e+01 -8.859375e+01 -7.981085e-01
  3.937500e+01 -8.859375e+01 -7.898013e-01
  4.218750e+01 -8.859375e+01 -7.767167e-01
  4.500000e+01 -8.859375e+01 -7.694212e-01
  4.781250e+01 -8.859375e+01 -7.619505e-01
  5.062500e+01 -8.859375e+01 -7.551686e-01
  5.343750e+01 -8.859375e+01 -7.451638e-01
  5.625000e+01 -8.859375e+01 -7.481687e-01
  5.906250e+01 -8.859375e+01 -7.296805e-01
  6.187500e+01 -8.859375e+01 -7.251277e-01
  6.468750e+01 -8.859375e+01 -7.185884e-01
  6.750000e+01 -8.859375e+01 -7.171753e-01
  7.031250e+01 -8.859375e+01 -7.136694e-01
  7.312500e+01 -8.859375e+01 -7.034802e-01
  7.593750e+01 -8.859375e+01 -7.006829e-01
  7.875000e+01 -8.859375e+01 -6.975156e-01
  8.156250e+01 -8.859375e+01 -6.959005e-01
  8.437500e+01 -8.859375e+01 -6.836841e-01
  8.718750e+01 -8.859375e+01 -6.815468e-01
  9.000000e+01 -8.859375e+01 -6.904216e-01
  9.281250e+01 -8.859375e+01 -6.947793e-01
  9.562500e+01 -8.859375e+01 -7.070059e-01
  9.843750e+01 -8.859375e+01 -7.101727e-01
  1.012500e+02 -8.859375e+01 -6.958811e-01
  1.040625e+02 -8.859375e+01 -7.016176e-01
  1.068750e+02 -8.859375e+01 -7.087495e-01
  1.096875e+02 -8.859375e+01 -7.184017e-01
  1.125000e+02 -8.859375e+01 -7.268282e-01
  1.153125e+02 -8.859375e+01 -7.312683e-01
  1.181250e+02 -8.859375e+01 -7.332458e-01
  1.209375e+02 -8.859375e+01 -7.389759e-01
  1.237500e+02 -8.859375e+01 -7.192755e-01
  1.265625e+02 -8.859375e+01 -7.287077e-01
  1.293750e+02 -8.859375e+01 -7.311414e-01
  1.321875e+02 -8.859375e+01 -7.322968e-01
  1.350000e+02 -8.859375e+01 -7.368973e-01
  1.378125e+02 -8.859375e+01 -7.412655e-01
  1.406250e+02 -8.859375e+01 -7.409831e-01
  1.434375e+02 -8.859375e+01 -7.518486e-01
  1.462500e+02 -8.859375e+01 -7.437205e-01
  1.490625e+02 -8.859375e+01 -7.458934e-01
  1.518750e+02 -8.859375e+01 -7.556065e-01
  1.546875e+02 -8.859375e+01 -7.573187e-01
  1.575000e+02 -8.859375e+01 -7.711914e-01
  1.603125e+02 -8.859375e+01 -7.784754e-01
  1.631250e+02 -8.859375e+01 -7.705260e-01
  1.659375e+02 -8.859375e+01 -7.716718e-01
  1.687500e+02 -8.859375e+01 -7.770805e-01
  1.715625e+02 -8.859375e+01 -7.776226e-01
  1.743750e+02 -8.859375e+01 -7.767587e-01
  1.771875e+02 -8.859375e+01 -7.478595e-01
  1.800000e+02 -8.859375e+01 -7.375644e-01
  1.828125e+02 -8.859375e+01 -7.252017e-01
  1.856250e+02 -8.859375e+01 -7.134975e-01
  1.884375e+02 -8.859375e+01 -7.148049e-01
  1.912500e+02 -8.859375e+01 -7.153508e-01
  1.940625e+02 -8.859375e+01 -7.159757e-01
  1.968750e+02 -8.859375e+01 -7.256748e-01
  1.996875e+02 -8.859375e+01 -7.268535e-01
  2.025000e+02 -8.859375e+01 -7.271028e-01
  2.053125e+02 -8.859375e+01 -7.293048e-01
  2.081250e+02 -8.859375e+01 -7.337995e-01
  2.109375e+02 -8.859375e+01 -7.313417e-01
  2.137500e+02 -8.859375e+01 -7.420380e-01
  2.165625e+02 -8.859375e+01 -7.416262e-01
  2.193750e+02 -8.859375e+01 -7.379770e-01
  2.221875e+02 -8.859375e+01 -7.319883e-01
  2.250000e+02 -8.859375e+01 -7.375834e-01
  2.278125e+02 -8.859375e+01 -7.347459e-01
  2.306250e+02 -8.859375e+01 -7.365808e-01
  2.334375e+02 -8.859375e+01 -7.273835e-01
  2.362500e+02 -8.859375e+01 -7.208409e-01
  2.390625e+02 -8.859375e+01 -7.240981e-01
  2.418750e+02 -8.859375e+01 -7.271904e-01
  2.446875e+02 -8.859375e+01 -7.434081e-01
  2.475000e+02 -8.859375e+01 -7.351750e-01
  2.503125e+02 -8.859375e+01 -7.196168e-01
  2.531250e+02 -8.859375e+01 -7.208240e-01
  2.559375e+02 -8.859375e+01 -7.212756e-01
  2.587500e+02 -8.859375e+01 -7.080215e-01
  2.615625e+02 -8.859375e+01 -7.146448e-01
  2.643750e+02 -8.859375e+01 -7.149714e-01
  2.671875e+02 -8.859375e+01 -7.207267e-01
  2.700000e+02 -8.859375e+01 -7.208526e-01
  2.728125e+02 -8.859375e+01 -7.267012e-01
  2.756250e+02 -8.859375e+01 -7.200300e-01
  2.784375e+02 -8.859375e+01 -7.280670e-01
  2.812500e+02 -8.859375e+01 -7.395123e-01
  2.840625e+02 -8.859375e+01 -7.501930e-01
  2.868750e+02 -8.859375e+01 -7.532840e-01
  2.896875e+02 -8.859375e+01 -7.524900e-01
  2.925000e+02 -8.859375e+01 -7.637559e-01
  2.953125e+02 -8.859375e+01 -7.740421e-01
  2.981250e+02 -8.859375e+01 -7.796711e-01
  3.009375e+02 -8.859375e+01 -7.816163e-01
  3.037500e+02 -8.859375e+01 -7.853884e-01
  3.065625e+02 -8.859375e+01 -7.878098e-01
  3.093750e+02 -8.859375e+01 -7.968470e-01
  3.121875e+02 -8.859375e+01 -8.040267e-01
  3.150000e+02 -8.859375e+01 -8.123755e-01
  3.178125e+02 -8.859375e+01 -8.216916e-01
  3.206250e+02 -8.859375e+01 -8.253286e-01
  3.234375e+02 -8.859375e+01 -8.372148e-01
  3.262500e+02 -8.859375e+01 -8.379992e-01
